1318488011370233856,metofficeSEEng,2020-10-20 00:00:00+00:00,Yellow Warning of Rain affecting England (London &amp; South East England) https://t.co/WuWbsZWnVI https://t.co/lBF9oy4PqU,Yellow,8,6
1312336355381313539,metofficeSEEng,2020-10-03 00:00:00+00:00,Amber Warning of Rain affecting England (London &amp; South East England) https://t.co/DBD31aI4i2 https://t.co/z4Je4NWy6m,Amber,5,7
1311968303615623168,metofficeSEEng,2020-10-02 00:00:00+00:00,Yellow Warning of Rain affecting England (London &amp; South East England) https://t.co/rZDvAch1z7 https://t.co/rcr4anWRvP,Yellow,9,5
1311615349662519296,metofficeSEEng,2020-10-01 00:00:00+00:00,Yellow Warning of Rain affecting England (London &amp; South East England) https://t.co/8p26lhhEPF https://t.co/elw6cvUnqj,Yellow,7,7
1311226036550393856,metofficeSEEng,2020-09-30 00:00:00+00:00,Yellow Warning of Rain And Wind affecting England (London &amp; South East England) https://t.co/NnhZyaE0iw https://t.co/kK6KnhCPIh,Yellow,8,5
1299016571017404416,metofficeSEEng,2020-08-27 00:00:00+00:00,The 5pm rainfall radar image is showing a wide band of heavy rain across Hampshire and the Thames Valley. This will continue to move east with #thunderstorms and strong winds in places. https://t.co/4Iw89b4h5x,,8,9
1299004592320118786,metofficeSEEng,2020-08-27 00:00:00+00:00,"A line of #Thunderstorms have moved across Dorset and are now moving east into #Hampshire.  This could give very heavy rain, #lightning and strong gutsy winds. #weatheraware https://t.co/hhr84i0bVI",,12,37
1298928380650299392,metofficeSEEng,2020-08-27 00:00:00+00:00,Yellow Warning of Thunderstorm affecting England (London &amp; South East England) https://t.co/LGN5Td7lpR https://t.co/gsC6HjB932,Yellow,4,4
1298924985591803908,metofficeSEEng,2020-08-27 00:00:00+00:00,Yellow Warning of Rain affecting England (London &amp; South East England) https://t.co/YPhyMbejr0 https://t.co/xT9hlEJ2T4,Yellow,4,3
1298207127463317505,metofficeSEEng,2020-08-25 00:00:00+00:00,Amber Warning of Wind affecting England (London &amp; South East England) https://t.co/C71IjUPnkq https://t.co/DzPTz1ROYY,Amber,16,7
1297102222560382977,metofficeSEEng,2020-08-22 00:00:00+00:00,Yellow Warning of Wind affecting England (London &amp; South East England) https://t.co/lf5TOiH4Qv https://t.co/gYNHO0fW1S,Yellow,6,5
1296026259084869632,metofficeSEEng,2020-08-19 00:00:00+00:00,Yellow Warning of Wind affecting England (London &amp; South East England) https://t.co/Mc3YHjzjdm https://t.co/qetgY2ZM8V,Yellow,8,5
1295857514081185792,metofficeSEEng,2020-08-18 00:00:00+00:00,Yellow Warning of Rain affecting England (London &amp; South East England) https://t.co/kCGpq46dEM https://t.co/QNPXDxHyHN,Yellow,4,2
1294218094085148673,metofficeSEEng,2020-08-14 00:00:00+00:00,Yellow Warning of Thunderstorm affecting England (London &amp; South East England) https://t.co/aPC2h0ltcf https://t.co/GG8fkmznb6,Yellow,9,5
1293918407369187328,metofficeSEEng,2020-08-13 00:00:00+00:00,The radar rainfall and #lightning detector are showing some very heavy showers and #thunderstorms in Kent and Surrey which are expected to move north into London #WeatherAware https://t.co/zh6HoVJshC,,6,4
1293892320308244482,metofficeSEEng,2020-08-13 00:00:00+00:00,Yellow Warning of Thunderstorm affecting England (London &amp; South East England) https://t.co/YjQU53NOAs https://t.co/9MqP9fkLeg,Yellow,13,8
1293891099044515841,metofficeSEEng,2020-08-13 00:00:00+00:00,It may be less hot today but heavy showers and  #Thunderstorms are still expected and could lead to #flooding and #lightning.  Earlier storms in parts of the Thames Valley have now cleared but new ones are forming further south #WeatherAware https://t.co/mwB9ZVb1eQ,,8,7
1293603417558929408,metofficeSEEng,2020-08-12 00:00:00+00:00,Amber Warning of Thunderstorm affecting England (London &amp; South East England) https://t.co/DPnErdckRs https://t.co/fPhhoMT90a,Amber,8,6
1293562075424395265,metofficeSEEng,2020-08-12 00:00:00+00:00,"#Thunderstorms are developing across parts of SE England giving heavy rain, #hail and #lightning. #weatheraware #WeatherWarnings https://t.co/9WbvsaIXvH",,39,100
1293490305694482432,metofficeSEEng,2020-08-12 00:00:00+00:00,Yellow Warning of Thunderstorm affecting England (London &amp; South East England) https://t.co/V73ryVaWmn https://t.co/kNoGhsXZmi,Yellow,8,5
1293490301827342337,metofficeSEEng,2020-08-12 00:00:00+00:00,Yellow Warning of Thunderstorm affecting England (London &amp; South East England) https://t.co/QEy3uAp3ie https://t.co/HFj1d4bArO,Yellow,4,3
1292400743714971648,metofficeSEEng,2020-08-09 00:00:00+00:00,Yellow Warning of Thunderstorm affecting England (London &amp; South East England) https://t.co/WOzVdj6lmF https://t.co/U4vljehUHT,Yellow,12,6
1292025014326181889,metofficeSEEng,2020-08-08 00:00:00+00:00,Yellow Warning of Thunderstorm affecting England (London &amp; South East England) https://t.co/pRuYnoVCvi https://t.co/oXxEPuDkiO,Yellow,9,10
